"","G1Sample1","G1Sample2","G1Sample3","G1Sample4","G1Sample5","G1Sample6","G1Sample7","G1Sample8","G1Sample9","G1Sample10","G1Sample11","G1Sample12","G1Sample13","G1Sample14","G1Sample15","G1Sample16","G1Sample17","G1Sample18","G1Sample19","G1Sample20","G1Sample21","G1Sample22"
"Feature231",0.71595486,0.978679183,0.695911591,0.791064327,0.768012981,0.927552424,0.728687312,0.594760021,0.987319179,0.542218171,0.599708377,0.623023347,0.665960944,0.570918561,0.827925421,0.92869591,0.985476866,0.98822,0.961590427,0.988905383,0.706734666,0.663831412
"Feature232",0.820013754,0.986372368,0.790189093,0.846686277,0.811526773,0.785216217,0.763451316,0.673075687,0.991839162,0.649156041,0.687547191,0.694399695,0.718725151,0.662161786,0.68244256,0.92621065,0.981757063,0.997469,0.957243113,0.978385066,0.750743805,0.729376862
"Feature233",0.532966659,0.516992832,0.628617496,0.34876835,0.389169589,0.849599108,0.876320807,0.282855341,0.841860382,0.534137129,0.887942143,0.664595076,0.714211544,0.688105587,0.292018346,0.631032077,0.842980677,0.98013,0.923721324,0.68890722,0.556324998,0.21150865
"Feature234",0.731137321,0.635815294,0.675609423,0.92680512,0.758080122,0.699201697,0.981985503,0.50190111,0.757502531,0.930046537,0.575936781,0.563947368,0.596194775,0.961155224,0.990230395,0.77914509,0.925818957,0.983083,0.663077967,0.952673246,0.641092987,0.641991175
"Feature235",0.664567096,0.550074547,0.63739638,0.905167636,0.733135576,0.632176111,0.980965296,0.390408443,0.704905908,0.648979705,0.919610089,0.523493681,0.573420024,0.899549755,0.987578,0.528221313,0.748825716,0.993722,0.63517156,0.97675343,0.605779623,0.587631027
"Feature236",0.642310335,0.967022533,0.870696118,0.728956855,0.671705091,0.335954043,0.55000304,0.720978883,0.402776579,0.575117031,0.656490369,0.500948752,0.567757757,0.454445593,0.985512339,0.703473683,0.675403541,0.983154,0.706605448,0.457659569,0.791285004,0.638609733
"Feature237",0.777945226,0.595975148,0.787403668,0.798289637,0.221862636,0.472678232,0.573633309,0.529045539,0.472543145,0.438001557,0.572091674,0.210354962,0.893764894,0.729141409,0.985536,0.558663796,0.835237565,0.993588,0.614974022,0.43625159,0.476907998,0.321040323
"Feature238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature239",0.700625676,0.766645727,0.632133834,0.772350245,0.996763718,0.716023449,0.729941227,0.516930542,0.912812181,0.932383213,0.921256455,0.941777853,0.895632884,0.815244521,0.998201,0.708515388,0.98983716,0.985084,0.963490513,0.691436671,0.703543243,0.692458869
"Feature240",0.569362919,0.556699504,0.01735049,0.266250031,0.950270283,0.183585817,0.357460912,0.279584779,0.436837483,0.716785613,0.148208412,0.668474156,0.319749871,0.29443087,0.977777,0.753399274,0.594871147,0.994169,0.017524983,0.639683723,0.678815695,0.684896148
"Feature241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature242",0.992786441,0.991073506,0.994120737,0.685529316,0.724066774,0.602715296,0.901934807,0.677239168,0.989371829,0.925707676,0.557062299,0.59900024,0.659288494,0.721452851,0.985847,0.619730171,0.957555035,0.982788,0.705301457,0.956486253,0.778659109,0.642533684
"Feature243",0.724994298,0.54959972,0.991812924,0.682355386,0.673700732,0.586467265,0.623642374,0.526933218,0.691149792,0.938049075,0.969930108,0.816258077,0.85972161,0.691556364,0.996356,0.826809175,0.978177632,0.993433,0.862780959,0.759564953,0.812984678,0.801059617
"Feature244",0.954091911,0.992978601,0.981531827,0.751956851,0.736412225,0.726533833,0.976115221,0.626324129,0.916762502,0.885318375,0.798743334,0.814047673,0.655422603,0.564229856,0.762616837,0.61644919,0.774400259,0.99294,0.675282585,0.99676736,0.628229964,0.643312478
"Feature245",0.897687233,0.987465765,0.978309618,0.673382591,0.63647728,0.639341752,0.94918953,0.912113838,0.88298893,0.89116,0.79237362,0.819311705,0.555906618,0.45457014,0.655108683,0.799187984,0.654690186,0.99984,0.567388865,0.996151266,0.520909711,0.542747183
"Feature246",0.887904308,0.990067585,0.991274871,0.640809459,0.58703579,0.588764836,0.928492451,0.887358693,0.85879748,0.855217384,0.892969864,0.773910679,0.506035378,0.383487228,0.606321117,0.762558048,0.609855971,0.986165,0.519514755,0.982662093,0.456914642,0.696574361
"Feature247",0.526516946,0.973879663,0.99862633,0.564774767,0.914038041,0.552797934,0.901925037,0.452257134,0.704767802,0.907653257,0.634875987,0.682266754,0.741717603,0.713308665,0.63239154,0.840668698,0.935958839,0.996826,0.986283746,0.971073235,0.72413985,0.730562436
"Feature248",0.515264836,0.988491513,0.980746861,0.559524697,0.912318807,0.546207593,0.905962635,0.44887363,0.694552599,0.900153421,0.628776213,0.680916625,0.746635173,0.715505098,0.625529104,0.83707974,0.935058506,0.982378,0.979367172,0.977325995,0.728841378,0.733723644
"Feature249",0.445842205,0.986107184,0.989883217,0.492565514,0.524454106,0.473635233,0.870951497,0.38583318,0.919972933,0.889388481,0.569164163,0.486758913,0.70034199,0.574101752,0.930196863,0.906339115,0.85496245,0.992135,0.973166244,0.955826826,0.756537941,0.670049934
"Feature250",0.438011103,0.974759889,0.996574097,0.486334582,0.529690286,0.473470012,0.869879736,0.38030805,0.902966894,0.882907351,0.568880768,0.481381594,0.714982572,0.578877,0.939815964,0.925911649,0.858229132,0.979253,0.949057967,0.953597267,0.764490204,0.670601977
"Feature251",0.44464368,0.975439348,0.986209239,0.481900295,0.534820418,0.4729345,0.885060057,0.383409158,0.892159616,0.87539702,0.570492215,0.484425874,0.70376147,0.579024892,0.926384676,0.923157579,0.855133832,0.991779,0.930583097,0.950932142,0.76920865,0.675951174
"Feature252",0.846706908,0.990624825,0.992990045,0.840352477,0.812442795,0.794851161,0.985403794,0.707595663,0.903423898,0.694937661,0.76368605,0.759894452,0.80791353,0.72335047,0.987029,0.896552064,0.748081755,0.866560249,0.983065291,0.965804136,0.794319476,0.808588495
"Feature253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature254",0.028365171,0.704830386,0.865768264,0.29718792,0.297748017,0.907197777,0.934225711,0.486038128,0.097574475,0.448360069,0.948405275,0.727841091,0.855432464,0.77355958,0.980371763,0.622184948,0.807061394,0.988005,0.77851025,0.582043854,0.488093949,0.180775589
"Feature255",0.324987811,0.270630709,0.687789822,0.407418147,0.641256119,0.324352068,0.34003397,0.534858475,0.509287269,0.519224598,0.826743982,0.639804848,0.638054938,0.482170917,0.985928,0.566095867,0.930945869,0.996477,0.359176308,0.727867075,0.808424094,0.322325641
"Feature256",0.524316903,0.478011657,0.592021765,0.890383862,0.893797611,0.536157525,0.593704252,0.943602828,0.646093821,0.830451505,0.417077093,0.890015633,0.521259976,0.637499727,0.982645,0.933361798,0.697381027,0.99155,0.579743388,0.449995292,0.814087756,0.89319574
"Feature257",0.85498462,0.522511694,0.972167986,0.464268238,0.569127653,0.237801904,0.993181677,0.647362504,0.480568203,0.644106807,0.362115131,0.470043899,0.634317911,0.959607084,0.990152,0.31339554,0.96737507,0.984851,0.592437072,0.578195143,0.897725996,0.137594547
"Feature258",0.178738841,0.614280423,0.30882442,0.871590912,0.494190545,0.640407612,0.113390475,0.226103008,0.568016479,0.433838046,0.711070622,0.622754895,0.52529886,0.460622575,0.982251713,0.762089667,0.876901198,0.978349,0.438461011,0.546748712,0.376462496,0.444903851
"Feature259",0.731728171,0.969138865,0.723966325,0.747984426,0.6960677,0.684827924,0.860999727,0.587763189,0.856283085,0.563301326,0.610906868,0.887606057,0.894739053,0.798597037,0.962203455,0.625977373,0.748259245,0.983389,0.68435061,0.952268119,0.870691291,0.623437654
"Feature260",0.731139345,0.97503494,0.745805752,0.774288966,0.724863738,0.721620169,0.878104464,0.583093302,0.849814078,0.568159985,0.6006297,0.892021561,0.87505545,0.561203165,0.954126129,0.619214022,0.743663251,0.991038,0.677288198,0.933823578,0.875092037,0.614883781
"Feature261",0.960718418,0.46370469,0.942037211,0.490225966,0.477160216,0.540582229,0.482212354,0.677483656,0.810040387,0.505387495,0.758274727,0.575592726,0.645279144,0.540272107,0.989859721,0.603186835,0.834812175,0.99824,0.730234584,0.836665626,0.598289788,0.624203024
"Feature262",0.927529334,0.302456446,0.920334237,0.977977647,0.079362748,0.13415796,0.261811945,0.343020769,0.065687807,0.830559761,0.381978122,0.906437075,0.503779898,0.657134088,0.985696,0.919012935,0.909583872,0.990855,0.498131028,0.258346979,0.503076522,0.215786649
"Feature263",0.792693005,0.759534188,0.934529083,0.832436835,0.820104369,0.790143949,0.780847614,0.699202351,0.675316573,0.689303552,0.710817671,0.701673646,0.782675438,0.892370944,0.729219187,0.755942027,0.881963172,0.717544093,0.79331643,0.958050562,0.985381432,0.756863054
"Feature264",0.793987762,0.749042574,0.939500759,0.846036261,0.82036894,0.794360734,0.772481572,0.696269187,0.680009192,0.678760955,0.719794274,0.70846744,0.784294398,0.87508247,0.724162288,0.743771078,0.881820752,0.708103683,0.798726659,0.962180199,0.980378877,0.75467704
"Feature265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature268",0.697631118,0.767019881,0.708080728,0.730577173,0.856194336,0.675292992,0.656102072,0.64383775,0.796032441,0.603022068,0.635985772,0.710899177,0.760586661,0.6503173,0.996249183,0.84401746,0.681587911,0.721174068,0.754050893,0.731911028,0.692885678,0.743745056
"Feature269",0.707353841,0.770850552,0.706118601,0.731371284,0.857011786,0.6835089,0.645098035,0.641553072,0.798253501,0.600058157,0.64434783,0.715921161,0.753593461,0.655896297,0.980079787,0.861264083,0.68922943,0.728974721,0.761678603,0.725941656,0.696564837,0.755498165
"Feature270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature271",0.77757545,0.679431508,0.902683538,0.737979671,0.71263412,0.697957752,0.711384395,0.59647274,0.613347933,0.614690911,0.957146629,0.734210001,0.938375622,0.678563814,0.931451036,0.967271774,0.685543723,0.983409,0.797191614,0.689513736,0.729216585,0.724865671
"Feature272",0.397145003,0.713492991,0.386122622,0.392240698,0.670247887,0.509915309,0.635265412,0.647458129,0.762832092,0.376172736,0.879696646,0.287429757,0.731353798,0.681854223,0.981350992,0.584136353,0.568015782,0.992558,0.664730959,0.38117993,0.423518379,0.279432681
"Feature273",0.302035313,0.558717865,0.349519227,0.000252203,0.283090509,0.231450315,0.034339617,0.223234496,0.088375033,0.448662844,0.035338546,0.434349344,0.435411136,0.130704279,0.633219384,0.724279363,0.980720483,0.996537995,0.583656543,0.669539436,0.915966945,0.27261401
"Feature274",0.166308145,0.870032583,0.14083282,0.221852561,0.107810238,0.340348117,0.133543675,0.330655144,0.607002093,0.405711509,0.484075008,0.889897091,0.10440813,0.510704622,0.557599465,0.391269919,0.622107959,0.988564,0.261667761,0.336252597,0.675005055,0.196438813
"Feature275",0.774549468,0.36546097,0.54972828,0.914456816,0.343850635,0.261035726,0.068627865,0.499603991,0.980611994,0.69903196,0.37507635,0.424315741,0.192754849,0.167071253,0.165554053,0.332114984,0.782501244,0.985548,0.697575799,0.339049608,0.433137603,0.846972197
"Feature276",0.935075131,0.950289757,0.23286399,0.784698032,0.254385566,0.419882393,0.645897394,0.78629591,0.598711346,0.871930189,0.217060257,0.610125191,0.876352426,0.299949218,0.994536,0.875302891,0.777534883,0.980979,0.867973345,0.317434878,0.911711419,0.094659248
"Feature277",0.468616234,0.188148784,0.253923986,0.327270434,0.844894112,0.590839221,0.411485149,0.572304883,0.696423551,0.30051486,0.681348823,0.166574156,0.459363593,0.543632275,0.477583108,0.369702964,0.701108596,0.982647,0.222681914,0.551555968,0.163547503,0.58776449
"Feature278",0.762500452,0.539686058,0.138081838,0.186916995,0.950003426,0.379704511,0.776844486,0.396648963,0.748152098,0.697679776,0.762634639,0.126179536,0.64176632,0.74010253,0.54968445,0.238256312,0.930759672,0.997818,0.191366891,0.61889913,0.235612184,0.649100309
"Feature279",0.58024914,0.476089695,0.86892826,0.814848303,0.167104869,0.125488003,0.740404121,0.371009516,0.705135666,0.187429766,0.506800462,0.726359769,0.749182779,0.571881976,0.990517,0.463615186,0.859554291,0.988913,0.857480254,0.63436681,0.287920061,0.282457501
"Feature280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature283",0.675357473,0.919093633,0.989473,0.666553029,0.806579628,0.803757155,0.559294471,0.473477463,0.38979267,0.366008182,0.880470364,0.732640149,0.983585609,0.350261866,0.992054,0.42761121,0.947366174,0.984782,0.469218244,0.960700898,0.989658107,0.84764972
"Feature284",0.44939234,0.849615823,0.999603,0.445662568,0.821261432,0.825955784,0.284086137,0.206937541,0.121621573,0.103407244,0.868133499,0.523017012,0.98209108,0.353102611,0.979299,0.344508319,0.942237547,0.97947,0.423292015,0.964992406,0.995942757,0.752556219
"Feature285",0.216591308,0.504183534,0.981395587,0.696679976,0.584356014,0.338279258,0.001011994,0.882364723,0.497148732,0.680879367,0.803661208,0.301945105,0.902326631,0.60234019,0.996482,0.090729718,0.870953286,0.981968,0.889580791,0.997784324,0.984324177,0.718021127
"Feature286",0.850894582,0.19359174,0.218795228,0.905451055,0.981282127,0.483934354,0.9798995,0.376273741,0.303526434,0.286072778,0.901419378,0.274550958,0.476414261,0.538151893,0.991574,0.25842796,0.978813212,0.991088,0.639550931,0.414628738,0.245588648,0.628325605
"Feature287",0.523669067,0.417467753,0.772043921,0.564335758,0.578368675,0.49015646,0.564649656,0.445332504,0.97538157,0.464036687,0.534037451,0.618909118,0.767330582,0.577170581,0.998695,0.649602877,0.994517216,0.99774,0.71083652,0.621134456,0.689368377,0.729306909
"Feature288",0.547755214,0.441220013,0.470459743,0.594714545,0.60324478,0.507201742,0.565432073,0.464228478,0.98492296,0.480987721,0.54991653,0.634727928,0.779893221,0.587609162,0.991375,0.677224757,0.973865297,0.984253,0.728808165,0.639004306,0.695978623,0.725121282
"Feature289",0.294961162,0.978892775,0.92381376,0.31274942,0.937929914,0.555223043,0.548937887,0.407189076,0.69632282,0.438782463,0.983048875,0.289701055,0.757398649,0.42490501,0.986124983,0.518744034,0.825560219,0.988679,0.411736511,0.97802,0.47540498,0.363791955
"Feature290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature291",0.453553204,0.518568338,0.981793093,0.767259603,0.783906935,0.218128773,0.566728982,0.255305337,0.945346676,0.793284039,0.547866078,0.550553355,0.87353334,0.735323362,0.986847,0.75631966,0.869958075,0.984993,0.359469838,0.889660538,0.876077878,0.250914507
"Feature292",0.692031633,0.683533081,0.985792511,0.779636735,0.774956867,0.646492498,0.594033468,0.269062726,0.96953098,0.818726469,0.564548128,0.629460718,0.859503593,0.704423148,0.982376,0.73298233,0.902400475,0.98666,0.349452654,0.868446221,0.855434976,0.245817188
"Feature293",0.692184283,0.689924222,0.997425578,0.761841683,0.778071338,0.647529141,0.592561662,0.267322217,0.981154667,0.826083224,0.636475501,0.620544102,0.853665289,0.694321855,0.989007,0.726920926,0.896613387,0.976981,0.34427647,0.851895048,0.890730083,0.421958235
"Feature294",0.688800368,0.699122048,0.979605145,0.730317846,0.787686212,0.658662977,0.619384005,0.158752393,0.985742841,0.861462873,0.64265781,0.611852018,0.82955467,0.73521416,0.996228,0.872088618,0.883416608,0.998066,0.318292302,0.858714581,0.843486517,0.545029177
"Feature295",0.760342882,0.721200025,0.992171101,0.817327661,0.800648544,0.782900127,0.727948385,0.650649464,0.974840547,0.87532676,0.83808361,0.637416747,0.636038091,0.598647748,0.607090985,0.827091436,0.889868532,0.978141,0.690979088,0.600316164,0.628285859,0.645703887
"Feature296",0.921635467,0.718038639,0.992316237,0.974514743,0.797574835,0.772986947,0.730394757,0.638022944,0.985973951,0.888597229,0.879252672,0.640184266,0.645821665,0.600501126,0.616076061,0.754035219,0.905098238,0.983251,0.677459646,0.763490783,0.635008122,0.645260969
"Feature297",0.928422471,0.769887675,0.976178287,0.955494118,0.798148511,0.784471353,0.780035129,0.732408072,0.974591281,0.892002833,0.838552758,0.73567979,0.764149436,0.720709434,0.842193656,0.747638295,0.954739184,0.992581,0.77263821,0.876372119,0.745428985,0.818204704
"Feature298",0.945748669,0.735057627,0.983856657,0.93613063,0.750249721,0.740690109,0.728539181,0.692448445,0.97587864,0.904764534,0.692265634,0.694415557,0.720873355,0.660151317,0.805099584,0.693533716,0.967805456,0.991682,0.733310983,0.857426375,0.699767317,0.78374133
"Feature299",0.693124324,0.924421162,0.673646329,0.751223534,0.722529703,0.708197498,0.732619813,0.717523511,0.639350364,0.693591985,0.689210739,0.651051642,0.852628218,0.787716646,0.986561,0.714382511,0.676550517,0.985064,0.762833254,0.856861028,0.883897642,0.761239307
